"r1","id1","grp","es1","r3","id2","id3","div"
"vialar","46","0","DZA",NA,NA,NA,NA
"tilimsene","48","0","DZA",NA,NA,NA,NA
"le¢n","6","0","ECU",NA,NA,NA,NA
"aldaqahliyah","1","0","EGY",NA,NA,NA,NA
"marrojo","2","0","EGY",NA,NA,NA,NA
"beheira","3","0","EGY",NA,NA,NA,NA
"elfaiyum","4","0","EGY",NA,NA,NA,NA
"algarbiyah","5","0","EGY",NA,NA,NA,NA
"alejandr¡a","6","0","EGY",NA,NA,NA,NA
"asismailiyah","7","0","EGY",NA,NA,NA,NA
"elgiza","8","1","EGY",NA,NA,NA,NA
"menoufieh","9","0","EGY",NA,NA,NA,NA
"minia","10","0","EGY",NA,NA,NA,NA
"cairo","11","1","EGY",NA,NA,NA,NA
"caliubia","12","0","EGY",NA,NA,NA,NA
"elsuweiz","14","14","EGY",NA,NA,NA,NA
"charkieh","15","0","EGY",NA,NA,NA,NA
"assouan","16","0","EGY",NA,NA,NA,NA
"asyiut","17","0","EGY",NA,NA,NA,NA
"benisuwayf","18","0","EGY",NA,NA,NA,NA
"damietta","20","0","EGY",NA,NA,NA,NA
"kafrelsheikh","22","0","EGY",NA,NA,NA,NA
"marsamatruh","23","0","EGY",NA,NA,NA,NA
"kena","24","2","EGY",NA,NA,NA,NA
"girga","26","0","EGY",NA,NA,NA,NA
"ansaba","1","0","ERI",NA,NA,NA,NA
"southern","2","0","ERI",NA,NA,NA,NA
"southernredsea","3","0","ERI",NA,NA,NA,NA
"central","5","0","ERI",NA,NA,NA,NA
"northernredsea","6","0","ERI",NA,NA,NA,NA
"bojador","1","0","ESH",NA,NA,NA,NA
"smara","2","0","ESH",NA,NA,NA,NA
"elaaiun","3","0","ESH",NA,NA,NA,NA
"eddakhla","4","0","ESH",NA,NA,NA,NA
"amara","3","0","ETH",NA,NA,NA,NA
"benishangul","4","112","ETH",NA,NA,NA,NA
"gambella","6","112","ETH",NA,NA,NA,NA
"harari","7","112","ETH",NA,NA,NA,NA
"oromiya","8","0","ETH",NA,NA,NA,NA
"sumale","9","112","ETH",NA,NA,NA,NA
"southernnationsnationalitiesandpeoplesregion","10","0","ETH",NA,NA,NA,NA
"tegr?","11","0","ETH",NA,NA,NA,NA
"ostero","1","0","FRO",NA,NA,NA,NA
"norooya","2","0","FRO",NA,NA,NA,NA
"sando","3","0","FRO",NA,NA,NA,NA
"stromo","4","0","FRO",NA,NA,NA,NA
"suouroy","5","0","FRO",NA,NA,NA,NA
"vaga","6","0","FRO",NA,NA,NA,NA
"truk","1","0","FSM",NA,NA,NA,NA
"kusaie","2","0","FSM",NA,NA,NA,NA
"ponape","3","0","FSM",NA,NA,NA,NA
"woleuntem","9","0","GAB",NA,NA,NA,NA
"sokhumi","1","0","GEO",NA,NA,NA,NA
"batumi","2","0","GEO",NA,NA,NA,NA
"ozurgeti","3","0","GEO",NA,NA,NA,NA
"kutaisi","4","0","GEO",NA,NA,NA,NA
"telavi","5","0","GEO",NA,NA,NA,NA
"rustavi","6","0","GEO",NA,NA,NA,NA
"mtskheta","7","0","GEO",NA,NA,NA,NA
"ambrolauri","8","0","GEO",NA,NA,NA,NA
"zugdidi","9","0","GEO",NA,NA,NA,NA
"akhaltsikhe","10","0","GEO",NA,NA,NA,NA
"gori","11","0","GEO",NA,NA,NA,NA
"central","2","0","GMB",NA,NA,NA,NA
"centralriver","3","0","GMB",NA,NA,NA,NA
"bolamabijagcs","4","0","GNB",NA,NA,NA,NA
"buba","8","0","GNB",NA,NA,NA,NA
"saintgeorges","4","0","GRD",NA,NA,NA,NA
"nordgronland","1","0","GRL",NA,NA,NA,NA
"vestgronland","2","0","GRL",NA,NA,NA,NA
"ostgronland","3","0","GRL",NA,NA,NA,NA
"guastatoya","5","0","GUA",NA,NA,NA,NA
"agana","7","0","GUM",NA,NA,NA,NA
"machanao","9","0","GUM",NA,NA,NA,NA
"plateaucentral","1","0","HAI",NA,NA,NA,NA
"grandeasne","2","0","HAI",NA,NA,NA,NA
"artibonite","3","0","HAI",NA,NA,NA,NA
"cortez","6","0","HON",NA,NA,NA,NA
"paraiso","7","0","HON",NA,NA,NA,NA
"tegucigalpa","8","0","HON",NA,NA,NA,NA
"islasdebahia","11","0","HON",NA,NA,NA,NA
"gracias","13","0","HON",NA,NA,NA,NA
"achin","1","0","IDN",NA,NA,NA,NA
"penida","2","0","IDN",NA,NA,NA,NA
"babel","3","0","IDN",NA,NA,NA,NA
"bencoolen","5","0","IDN",NA,NA,NA,NA
"newguinea","7","0","IDN",NA,NA,NA,NA
"jawa","8","0","IDN",NA,NA,NA,NA
"djambi","9","0","IDN",NA,NA,NA,NA
"jabar","10","0","IDN",NA,NA,NA,NA
"jateng","11","0","IDN",NA,NA,NA,NA
"jatim","12","0","IDN",NA,NA,NA,NA
"westkalimantan","13","0","IDN",NA,NA,NA,NA
"kalsel","14","14","IDN",NA,NA,NA,NA
"kalteng","15","0","IDN",NA,NA,NA,NA
"kaltim","16","0","IDN",NA,NA,NA,NA
"malut","19","0","IDN",NA,NA,NA,NA
"molucas","20","0","IDN",NA,NA,NA,NA
"ntb","21","0","IDN",NA,NA,NA,NA
"ntt","22","0","IDN",NA,NA,NA,NA
"newguinea","23","0","IDN",NA,NA,NA,NA
"rhio","24","0","IDN",NA,NA,NA,NA
"sulsel","25","0","IDN",NA,NA,NA,NA
"sulsel","26","0","IDN",NA,NA,NA,NA
"sulteng","27","0","IDN",NA,NA,NA,NA
"sultra","28","0","IDN",NA,NA,NA,NA
"sulut","29","0","IDN",NA,NA,NA,NA
"sumbar","30","0","IDN",NA,NA,NA,NA
"sumsel","31","0","IDN",NA,NA,NA,NA
"sumut","32","0","IDN",NA,NA,NA,NA
"jawa","33","0","IDN",NA,NA,NA,NA
"andamannicobarislands","1","0","IND",NA,NA,NA,NA
"agencedelafrontieredunordestfrenchobsolete","3","0","IND",NA,NA,NA,NA
"dadraetnagarhaveli","8","0","IND",NA,NA,NA,NA
"goudjerate","12","0","IND",NA,NA,NA,NA
"vananchal","16","5","IND",NA,NA,NA,NA
"maisur","17","0","IND",NA,NA,NA,NA
"ileslaquedives","19","0","IND",NA,NA,NA,NA
"pondicherry","27","0","IND",NA,NA,NA,NA
"greaterrajasthan","29","0","IND",NA,NA,NA,NA
"madras","31","0","IND",NA,NA,NA,NA
"unitedprovinces","33","33","IND",NA,NA,NA,NA
"uttarakhand","34","33","IND",NA,NA,NA,NA
"bangla","35","0","IND",NA,NA,NA,NA
"ardabil","1","0","IRN",NA,NA,NA,NA
"banadervajazayerekhalijefars","2","0","IRN",NA,NA,NA,NA
"bakhtiari","3","0","IRN",NA,NA,NA,NA
"azarbayjanekhavari","4","0","IRN",NA,NA,NA,NA
"isfahan","5","0","IRN",NA,NA,NA,NA
"hamedan","9","0","IRN",NA,NA,NA,NA
"banadervajazayerebahreoman","10","0","IRN",NA,NA,NA,NA
"ilamandposhtkuh","11","0","IRN",NA,NA,NA,NA
"bakhtaran","13","0","IRN",NA,NA,NA,NA
"khuzistan","14","14","IRN",NA,NA,NA,NA
"bovirahmadiandkohkiluyeh","15","0","IRN",NA,NA,NA,NA
"kurdistan","16","0","IRN",NA,NA,NA,NA
"khorasaneshemali","20","1","IRN",NA,NA,NA,NA
"khorasanerazavi","23","1","IRN",NA,NA,NA,NA
"baluchestanvasistan","25","0","IRN",NA,NA,NA,NA
"khorasanejanubi","26","1","IRN",NA,NA,NA,NA
"teheran","27","0","IRN",NA,NA,NA,NA
"azarbayjanebakhtari","28","0","IRN",NA,NA,NA,NA
"dulaim","1","0","IRQ",NA,NA,NA,NA
"basra","2","0","IRQ",NA,NA,NA,NA
"almuthanna","3","0","IRQ",NA,NA,NA,NA
"diwaniyah","4","0","IRQ",NA,NA,NA,NA
"arbela","6","1","IRQ",NA,NA,NA,NA
"kirkuk","8","0","IRQ",NA,NA,NA,NA
"babylon","9","0","IRQ",NA,NA,NA,NA
"bagd","10","0","IRQ",NA,NA,NA,NA
"dahuk","12","1","IRQ",NA,NA,NA,NA
"kerbela","14","14","IRQ",NA,NA,NA,NA
"amara","15","0","IRQ",NA,NA,NA,NA
"almawsil","16","0","IRQ",NA,NA,NA,NA
"salahaddin","17","0","IRQ",NA,NA,NA,NA
"kut","18","0","IRQ",NA,NA,NA,NA
"southerndistrict","2","0","ISR",NA,NA,NA,NA
"hefa","3","0","ISR",NA,NA,NA,NA
"centraldistrict","4","0","ISR",NA,NA,NA,NA
"northern","5","0","ISR",NA,NA,NA,NA
"alquds","6","0","ISR",NA,NA,NA,NA
"kingstonandportroyal","3","0","JAM",NA,NA,NA,NA
"ajloan","1","0","JOR",NA,NA,NA,NA
"ama","2","0","JOR",NA,NA,NA,NA
"alaqabah","3","0","JOR",NA,NA,NA,NA
"albalqa","4","0","JOR",NA,NA,NA,NA
"alkarak","7","0","JOR",NA,NA,NA,NA
"attafilah","11","0","JOR",NA,NA,NA,NA
"azzarqa","12","0","JOR",NA,NA,NA,NA
"aiti","1","0","JPN",NA,NA,NA,NA
"tiba","4","0","JPN",NA,NA,NA,NA
"hukui","6","0","JPN",NA,NA,NA,NA
"hukuoka","7","0","JPN",NA,NA,NA,NA
"hukusima","8","0","JPN",NA,NA,NA,NA
"gihu","9","0","JPN",NA,NA,NA,NA
"gunmagumma","10","0","JPN",NA,NA,NA,NA
"hirosima","11","0","JPN",NA,NA,NA,NA
"ezo","12","0","JPN",NA,NA,NA,NA
"hiogo","13","0","JPN",NA,NA,NA,NA
"isikawa","15","0","JPN",NA,NA,NA,NA
"koti","20","0","JPN",NA,NA,NA,NA
"kioto","22","0","JPN",NA,NA,NA,NA
"miye","23","0","JPN",NA,NA,NA,NA
"nagasaki","27","0","JPN",NA,NA,NA,NA
"siga","36","0","JPN",NA,NA,NA,NA
"simane","37","0","JPN",NA,NA,NA,NA
"sizuoka","38","0","JPN",NA,NA,NA,NA
"totigi","39","0","JPN",NA,NA,NA,NA
"tokusima","40","0","JPN",NA,NA,NA,NA
"edo","41","0","JPN",NA,NA,NA,NA
"yamaguti","46","0","JPN",NA,NA,NA,NA
"yamanasi","47","0","JPN",NA,NA,NA,NA
"almaata","1","0","KAZ",NA,NA,NA,NA
"akmolin","2","0","KAZ",NA,NA,NA,NA
"aktyubinsk","3","0","KAZ",NA,NA,NA,NA
"ateransk","4","0","KAZ",NA,NA,NA,NA
"shyghysqazaqstan","5","0","KAZ",NA,NA,NA,NA
"mangistau","6","0","KAZ",NA,NA,NA,NA
"severokazakhstan","7","0","KAZ",NA,NA,NA,NA
"karaganda","9","0","KAZ",NA,NA,NA,NA
"kustanai","10","0","KAZ",NA,NA,NA,NA
"kyzylorda","11","0","KAZ",NA,NA,NA,NA
"chimkent","12","0","KAZ",NA,NA,NA,NA
"uralsk","13","0","KAZ",NA,NA,NA,NA
"dzhambul","14","14","KAZ",NA,NA,NA,NA
"federalarea","4","0","KEN",NA,NA,NA,NA
"djalalabaddzhalalabadskayaoblast","4","0","KGZ",NA,NA,NA,NA
"tienshanskayaoblasttyanshan","5","0","KGZ",NA,NA,NA,NA
"issykkulissykkulskayaoblast","8","0","KGZ",NA,NA,NA,NA
"banteaymeancheay","1","0","KHM",NA,NA,NA,NA
"battambang","2","0","KHM",NA,NA,NA,NA
"kampongchaam","3","0","KHM",NA,NA,NA,NA
"kompongchnang","4","0","KHM",NA,NA,NA,NA
"kampongspeu","5","0","KHM",NA,NA,NA,NA
"kampongthom","6","0","KHM",NA,NA,NA,NA
"kandaal","8","0","KHM",NA,NA,NA,NA
"kohkong","9","0","KHM",NA,NA,NA,NA
"keb","10","0","KHM",NA,NA,NA,NA
"kratie","11","0","KHM",NA,NA,NA,NA
"pailin","12","0","KHM",NA,NA,NA,NA
"sihanoukville","13","0","KHM",NA,NA,NA,NA
"mondulkiri","14","14","KHM",NA,NA,NA,NA
"oddarmeanchey","15","0","KHM",NA,NA,NA,NA
"phnumpenh","16","0","KHM",NA,NA,NA,NA
"pursat","17","0","KHM",NA,NA,NA,NA
"preyveaeng","19","0","KHM",NA,NA,NA,NA
"ratanakiri","20","0","KHM",NA,NA,NA,NA
"siemreap","21","0","KHM",NA,NA,NA,NA
"stungtreng","22","0","KHM",NA,NA,NA,NA
"soairieng","23","0","KHM",NA,NA,NA,NA
"takeo","24","0","KHM",NA,NA,NA,NA
"pusan","1","0","KOR",NA,NA,NA,NA
"chungchongbukdo","2","0","KOR",NA,NA,NA,NA
"chungchongnamdo","3","0","KOR",NA,NA,NA,NA
"taegu","4","0","KOR",NA,NA,NA,NA
"daejeongwangyeogsi","5","0","KOR",NA,NA,NA,NA
"kangwondo","6","0","KOR",NA,NA,NA,NA
"kwangju","7","0","KOR",NA,NA,NA,NA
"kyonggido","8","0","KOR",NA,NA,NA,NA
"kyongsangbukdo","9","0","KOR",NA,NA,NA,NA
"kyongsangnamdo","10","0","KOR",NA,NA,NA,NA
"inchon","11","0","KOR",NA,NA,NA,NA
"jejudoquelpart","12","0","KOR",NA,NA,NA,NA
"chollabukdo","13","0","KOR",NA,NA,NA,NA
"chollanamdo","14","14","KOR",NA,NA,NA,NA
"keijo","15","0","KOR",NA,NA,NA,NA
"ulsangwangyoksi","16","0","KOR",NA,NA,NA,NA
"pec","4","0","kosovo",NA,NA,NA,NA
"farwaniya","2","0","KWT",NA,NA,NA,NA
"jahra","3","0","KWT",NA,NA,NA,NA
"alasimahcapitalkuwait","4","0","KWT",NA,NA,NA,NA
"hawalihowali","5","0","KWT",NA,NA,NA,NA
"attopu","1","0","LAO",NA,NA,NA,NA
"bolikhamsai","3","0","LAO",NA,NA,NA,NA
"bassac","4","0","LAO",NA,NA,NA,NA
"huaphan","5","0","LAO",NA,NA,NA,NA
"khammouane","6","0","LAO",NA,NA,NA,NA
"hautmekong","7","0","LAO",NA,NA,NA,NA
"loangprabang","8","0","LAO",NA,NA,NA,NA
"oudomsai","9","0","LAO",NA,NA,NA,NA
"fongsali","10","0","LAO",NA,NA,NA,NA
"salavan","11","0","LAO",NA,NA,NA,NA
"svannakhet","12","0","LAO",NA,NA,NA,NA
"vientiane","13","1","LAO",NA,NA,NA,NA
"viangchan","14","14","LAO",NA,NA,NA,NA
"sayabouri","15","0","LAO",NA,NA,NA,NA
"saysomboune","16","0","LAO",NA,NA,NA,NA
"sekong","17","0","LAO",NA,NA,NA,NA
"xiangkhouang","18","0","LAO",NA,NA,NA,NA
"nabatiye","1","0","LBN",NA,NA,NA,NA
"bayrut","2","0","LBN",NA,NA,NA,NA
"bekaa","3","0","LBN",NA,NA,NA,NA
"jaballubnan","4","0","LBN",NA,NA,NA,NA
"ashshamal","5","0","LBN",NA,NA,NA,NA
"aljanub","6","0","LBN",NA,NA,NA,NA
"gbarpolu","3","4","LBR",NA,NA,NA,NA
"aghdabiya","1","0","LBY",NA,NA,NA,NA
"tobruk","2","0","LBY",NA,NA,NA,NA
"alhizamalahdar","3","0","LBY",NA,NA,NA,NA
"albayda","4","0","LBY",NA,NA,NA,NA
"aljfara","5","0","LBY",NA,NA,NA,NA
"alghufra","6","0","LBY",NA,NA,NA,NA
"alkufra","7","0","LBY",NA,NA,NA,NA
"alfatihalmargh","8","0","LBY",NA,NA,NA,NA
"almurgub","9","0","LBY",NA,NA,NA,NA
"alqubah","10","0","LBY",NA,NA,NA,NA
"alwahat","11","0","LBY",NA,NA,NA,NA
"anniqatalhams","12","0","LBY",NA,NA,NA,NA
"wadialshatii","13","0","LBY",NA,NA,NA,NA
"azzawiya","14","14","LBY",NA,NA,NA,NA
"sawfajjin","15","0","LBY",NA,NA,NA,NA
"banghazi","16","0","LBY",NA,NA,NA,NA
"darana","17","0","LBY",NA,NA,NA,NA
"gadamis","18","0","LBY",NA,NA,NA,NA
"aljabalalgharbigaryangharianjabalalgharbjebelelgharb","19","0","LBY",NA,NA,NA,NA
"gat","20","0","LBY",NA,NA,NA,NA
"misratamisurata","21","0","LBY",NA,NA,NA,NA
"mizda","22","0","LBY",NA,NA,NA,NA
"sabhahsebha","25","0","LBY",NA,NA,NA,NA
"sabrathawasurman","26","0","LBY",NA,NA,NA,NA
"sirte","27","0","LBY",NA,NA,NA,NA
"taghurawannawahialarba","28","0","LBY",NA,NA,NA,NA
"tripoli","29","0","LBY",NA,NA,NA,NA
"tarhunah","30","0","LBY",NA,NA,NA,NA
"wadialhayaa","31","0","LBY",NA,NA,NA,NA
"yafran","32","0","LBY",NA,NA,NA,NA
"amparai","1","0","LKA",NA,NA,NA,NA
"mahanuwara","11","0","LKA",NA,NA,NA,NA
"kegalla","12","0","LKA",NA,NA,NA,NA
"monaragala","18","0","LKA",NA,NA,NA,NA
"mulativu","19","0","LKA",NA,NA,NA,NA
"nuvaraeliya","20","0","LKA",NA,NA,NA,NA
"teyateyaneng","1","0","LSO",NA,NA,NA,NA
"quachasnek","8","0","LSO",NA,NA,NA,NA
"unitateteritorialaautonomagagauzia","21","0","MDA",NA,NA,NA,NA
"tananarive","1","0","MDG",NA,NA,NA,NA
"diegosuarez","2","0","MDG",NA,NA,NA,NA
"majunga","4","0","MDG",NA,NA,NA,NA
"tamatave","5","0","MDG",NA,NA,NA,NA
"toleary","6","0","MDG",NA,NA,NA,NA
"timbouctou","9","0","MLI",NA,NA,NA,NA
"irrawaddy","1","0","MMR",NA,NA,NA,NA
"pegou","2","0","MMR",NA,NA,NA,NA
"chinhills","3","0","MMR",NA,NA,NA,NA
"jingphawmungdaw","4","0","MMR",NA,NA,NA,NA
"karenni","5","0","MMR",NA,NA,NA,NA
"kawthulei","6","0","MMR",NA,NA,NA,NA
"magwe","7","0","MMR",NA,NA,NA,NA
"mun","9","0","MMR",NA,NA,NA,NA
"arakan","10","0","MMR",NA,NA,NA,NA
"tenasserim","13","0","MMR",NA,NA,NA,NA
"rangoon","14","14","MMR",NA,NA,NA,NA
"alahangai","1","123","MNG",NA,NA,NA,NA
"bajanolgij","2","124","MNG",NA,NA,NA,NA
"bajanchongor","3","123","MNG",NA,NA,NA,NA
"bulagan","4","123","MNG",NA,NA,NA,NA
"darchan","5","125","MNG",NA,NA,NA,NA
"choibalsan","6","126","MNG",NA,NA,NA,NA
"dornogobi","7","125","MNG",NA,NA,NA,NA
"centralgobi","8","0","MNG",NA,NA,NA,NA
"dsawchan","9","124","MNG",NA,NA,NA,NA
"gobialtai","10","124","MNG",NA,NA,NA,NA
"gobisumber","11","0","MNG",NA,NA,NA,NA
"chentii","12","126","MNG",NA,NA,NA,NA
"chovd","13","124","MNG",NA,NA,NA,NA
"chovsgol","14","14","MNG",NA,NA,NA,NA
"gobidosul","15","125","MNG",NA,NA,NA,NA
"erdenet","16","123","MNG",NA,NA,NA,NA
"oborhangay","17","123","MNG",NA,NA,NA,NA
"selenga","18","125","MNG",NA,NA,NA,NA
"suhebaatar","19","126","MNG",NA,NA,NA,NA
"central","20","125","MNG",NA,NA,NA,NA
"oulanbator","21","0","MNG",NA,NA,NA,NA
"ubs","22","124","MNG",NA,NA,NA,NA
"luta","2","0","MNP",NA,NA,NA,NA
"mocambique","6","0","MOZ",NA,NA,NA,NA
"niassa","7","0","MOZ",NA,NA,NA,NA
"acaba","2","0","MRT",NA,NA,NA,NA
"guidimagha","6","0","MRT",NA,NA,NA,NA
"easternhodh","7","0","MRT",NA,NA,NA,NA
"hodhoccidental","8","0","MRT",NA,NA,NA,NA
"marin","2","0","MTQ",NA,NA,NA,NA
"trinite","3","0","MTQ",NA,NA,NA,NA
"johordarultakzim","1","0","MYS",NA,NA,NA,NA
"kedahdarulaman","2","0","MYS",NA,NA,NA,NA
"malacca","4","0","MYS",NA,NA,NA,NA
"negerisembilandarulkhusus","5","0","MYS",NA,NA,NA,NA
"pahangdarulmakmur","6","0","MYS",NA,NA,NA,NA
"perakdarulridzuan","7","0","MYS",NA,NA,NA,NA
"perlisindrakayangan","8","0","MYS",NA,NA,NA,NA
"penangandprovincewellesley","9","0","MYS",NA,NA,NA,NA
"northborneo","10","0","MYS",NA,NA,NA,NA
"selangordarulehsan","12","0","MYS",NA,NA,NA,NA
"terengganudaruliman","13","0","MYS",NA,NA,NA,NA
"loyaltyislands","1","0","NCL",NA,NA,NA,NA
"agades","1","0","NER",NA,NA,NA,NA
"tillaberi","7","0","NER",NA,NA,NA,NA
"abuja","15","139","NGA",NA,NA,NA,NA
"estel¡","7","0","NIC",NA,NA,NA,NA
"madhyamanchal","1","0","NPL",NA,NA,NA,NA
"eastern","2","0","NPL",NA,NA,NA,NA
"sudurpashchimanchal","3","0","NPL",NA,NA,NA,NA
"madhyapashchimanchal","4","0","NPL",NA,NA,NA,NA
"western","5","0","NPL",NA,NA,NA,NA
"eastcoast","5","0","NZL",NA,NA,NA,NA
"wanganuimawanatu","7","0","NZL",NA,NA,NA,NA
"newplymouth","13","0","NZL",NA,NA,NA,NA
"addakhiliyah","1","0","OMN",NA,NA,NA,NA
"albatinah","2","0","OMN",NA,NA,NA,NA
"adhdhahirah","3","0","OMN",NA,NA,NA,NA
"aljanubiyah[zufar]","6","0","OMN",NA,NA,NA,NA
"masqat","8","0","OMN",NA,NA,NA,NA
"kashmir","1","0","PAK",NA,NA,NA,NA
"balochistan","2","0","PAK",NA,NA,NA,NA
"federallyadministeredtribalareas","3","0","PAK",NA,NA,NA,NA
"islamabad","4","0","PAK",NA,NA,NA,NA
"northwestfrontierprovince","5","0","PAK",NA,NA,NA,NA
"pendjab","7","0","PAK",NA,NA,NA,NA
"sindh","8","0","PAK",NA,NA,NA,NA
"emberawounaan","6","0","PAN",NA,NA,NA,NA
"panam","11","0","PAN",NA,NA,NA,NA
"ancachs","2","0","PER",NA,NA,NA,NA
"apuromac","3","0","PER",NA,NA,NA,NA
"caxamarca","6","0","PER",NA,NA,NA,NA
"elcallao","7","0","PER",NA,NA,NA,NA
"cuzco","8","0","PER",NA,NA,NA,NA
"huknuco","10","0","PER",NA,NA,NA,NA
"junnn","12","0","PER",NA,NA,NA,NA
"libertad","13","0","PER",NA,NA,NA,NA
"sanmart","22","0","PER",NA,NA,NA,NA
"tumbez","24","0","PER",NA,NA,NA,NA
"davao","27","0","PHL",NA,NA,NA,NA
"paragua","59","0","PHL",NA,NA,NA,NA
"westernsamar","66","0","PHL",NA,NA,NA,NA
"ngaremlengui","11","0","PLW",NA,NA,NA,NA
"simbu","2","0","PNG",NA,NA,NA,NA
"novabretanhaoriental","3","0","PNG",NA,NA,NA,NA
"planaltooriental","5","0","PNG",NA,NA,NA,NA
"neuirland","12","0","PNG",NA,NA,NA,NA
"northernsolomonislands","13","0","PNG",NA,NA,NA,NA
"oro","14","14","PNG",NA,NA,NA,NA
"westsepik","15","0","PNG",NA,NA,NA,NA
"novabretanhaocidental","17","0","PNG",NA,NA,NA,NA
"planaltoocidental","18","0","PNG",NA,NA,NA,NA
"fly","19","0","PNG",NA,NA,NA,NA
"bayam¢n","11","0","PRI",NA,NA,NA,NA
"can¢vanas","15","0","PRI",NA,NA,NA,NA
"lo¡za","45","0","PRI",NA,NA,NA,NA
"manat¡","47","0","PRI",NA,NA,NA,NA
"sansebasti n","68","0","PRI",NA,NA,NA,NA
"changang","1","0","PRK",NA,NA,NA,NA
"northhamgyong","2","0","PRK",NA,NA,NA,NA
"southhamgyong","3","0","PRK",NA,NA,NA,NA
"northhwanghae","4","0","PRK",NA,NA,NA,NA
"southhwanghae","5","0","PRK",NA,NA,NA,NA
"kangwon","7","0","PRK",NA,NA,NA,NA
"northpyongan","9","0","PRK",NA,NA,NA,NA
"southpyongan","10","0","PRK",NA,NA,NA,NA
"rajinsonbong","12","0","PRK",NA,NA,NA,NA
"yanggang","13","0","PRK",NA,NA,NA,NA
"doha","1","0","QAT",NA,NA,NA,NA
"algummayalah","3","0","QAT",NA,NA,NA,NA
"alkhor","4","0","QAT",NA,NA,NA,NA
"alrayyan","6","0","QAT",NA,NA,NA,NA
"jarayanalbatnah","7","0","QAT",NA,NA,NA,NA
"alshamal","8","0","QAT",NA,NA,NA,NA
"umsalal","9","0","QAT",NA,NA,NA,NA
"adygea","1","0","RUS",NA,NA,NA,NA
"agaburyatiya","2","13","RUS",NA,NA,NA,NA
"altayskiykray","3","0","RUS",NA,NA,NA,NA
"amurskayaoblast","4","0","RUS",NA,NA,NA,NA
"arcangelo","5","5","RUS",NA,NA,NA,NA
"astrachan","6","0","RUS",NA,NA,NA,NA
"bashkir","7","0","RUS",NA,NA,NA,NA
"belgorodskayaoblast","8","0","RUS",NA,NA,NA,NA
"bryanskayaoblast","9","0","RUS",NA,NA,NA,NA
"buryatiya","10","0","RUS",NA,NA,NA,NA
"cecenia","11","0","RUS",NA,NA,NA,NA
"chelyabinskayaoblast","12","0","RUS",NA,NA,NA,NA
"transbaikalia","13","13","RUS",NA,NA,NA,NA
"chukotka","14","14","RUS",NA,NA,NA,NA
"chuvashskayaassr","15","0","RUS",NA,NA,NA,NA
"sanktpeterburggorsovet","16","0","RUS",NA,NA,NA,NA
"dagestanskayaassr","17","0","RUS",NA,NA,NA,NA
"evenki","18","40","RUS",NA,NA,NA,NA
"gornoaltayskayaaobl","19","0","RUS",NA,NA,NA,NA
"ingouchie","20","0","RUS",NA,NA,NA,NA
"irkutskayaoblast","21","21","RUS",NA,NA,NA,NA
"ivanovskayaoblast","22","0","RUS",NA,NA,NA,NA
"kabardinassr","23","0","RUS",NA,NA,NA,NA
"kaliningradskayaoblast","24","0","RUS",NA,NA,NA,NA
"kalmykiya","25","0","RUS",NA,NA,NA,NA
"kaluzhskayaoblast","26","0","RUS",NA,NA,NA,NA
"kamcatka","27","27","RUS",NA,NA,NA,NA
"karacaycerkes","28","0","RUS",NA,NA,NA,NA
"karelianassr","29","0","RUS",NA,NA,NA,NA
"kemerovskayaoblast","30","0","RUS",NA,NA,NA,NA
"khabarovskiykray","31","0","RUS",NA,NA,NA,NA
"khakassiya","32","0","RUS",NA,NA,NA,NA
"khantymansiysk","33","33","RUS",NA,NA,NA,NA
"vyatka","34","0","RUS",NA,NA,NA,NA
"komipermyatskiyaok","35","35","RUS",NA,NA,NA,NA
"komiassr","36","0","RUS",NA,NA,NA,NA
"koryakia","37","27","RUS",NA,NA,NA,NA
"kostromskayaoblast","38","0","RUS",NA,NA,NA,NA
"cossacksoftheblacksea","39","0","RUS",NA,NA,NA,NA
"krasnoyarskiykray","40","40","RUS",NA,NA,NA,NA
"kurganskayaoblast","41","0","RUS",NA,NA,NA,NA
"kurskayaoblast","42","0","RUS",NA,NA,NA,NA
"saintpetersburg","43","0","RUS",NA,NA,NA,NA
"lipetskayaoblast","44","0","RUS",NA,NA,NA,NA
"magadanskayaoblast","45","0","RUS",NA,NA,NA,NA
"mari","46","0","RUS",NA,NA,NA,NA
"mordov","47","0","RUS",NA,NA,NA,NA
"mosca","49","0","RUS",NA,NA,NA,NA
"murmanskayaoblast","50","0","RUS",NA,NA,NA,NA
"nenetskiyaokr","51","5","RUS",NA,NA,NA,NA
"gorkiy","52","0","RUS",NA,NA,NA,NA
"kuzeyosetya","53","0","RUS",NA,NA,NA,NA
"novgorodskayaoblast","54","0","RUS",NA,NA,NA,NA
"novosibirskayaoblast","55","0","RUS",NA,NA,NA,NA
"omskayaoblast","56","0","RUS",NA,NA,NA,NA
"orlovskaya","57","0","RUS",NA,NA,NA,NA
"chkalov","58","0","RUS",NA,NA,NA,NA
"penzenskayaoblast","59","0","RUS",NA,NA,NA,NA
"molotov","60","35","RUS",NA,NA,NA,NA
"kustengebiet","61","0","RUS",NA,NA,NA,NA
"pskovskayaoblast","62","0","RUS",NA,NA,NA,NA
"provinceofthedoncossacks","63","0","RUS",NA,NA,NA,NA
"ryazanskayaoblast","64","0","RUS",NA,NA,NA,NA
"republicofsakha","65","0","RUS",NA,NA,NA,NA
"sakhalinskayaoblast","66","0","RUS",NA,NA,NA,NA
