"r1","id1","grp","es1","r3","id2","id3","div"
"mahalapye1","3","103","BWA",NA,NA,NA,NA
"mahalapye1","4","103","BWA",NA,NA,NA,NA
"plapye1","5","0","BWA",NA,NA,NA,NA
"serowe1","7","102","BWA",NA,NA,NA,NA
"serowe1","2","102","BWA",NA,NA,NA,NA
"mmadinare1","1","106","BWA",NA,NA,NA,NA
"mmadinare1","6","106","BWA",NA,NA,NA,NA
"tutume1","9","108","BWA",NA,NA,NA,NA
"tati1","19","108","BWA",NA,NA,NA,NA
"tati1","8","108","BWA",NA,NA,NA,NA
"ghanzi1","10","110","BWA",NA,NA,NA,NA
"ghanzi1","11","110","BWA",NA,NA,NA,NA
"kgalagadi1","12","112","BWA",NA,NA,NA,NA
"kgalagadi1","13","112","BWA",NA,NA,NA,NA
"bamalete1","14","14","BWA",NA,NA,NA,NA
"kgatleng1","15","0","BWA",NA,NA,NA,NA
"kwenentnorth1","16","115","BWA",NA,NA,NA,NA
"kwenengsouth1","17","115","BWA",NA,NA,NA,NA
"kwenengsouth1","18","115","BWA",NA,NA,NA,NA
"chobe1","20","0","BWA",NA,NA,NA,NA
"ngamilandeast1","21","21","BWA",NA,NA,NA,NA
"ngamilandwest1","21","21","BWA",NA,NA,NA,NA
"barolong1","25","0","BWA",NA,NA,NA,NA
"ngwaketsenorth1","27","126","BWA",NA,NA,NA,NA
"ngwaketsesouth1","28","126","BWA",NA,NA,NA,NA
"ngwaketsesouth1","26","126","BWA",NA,NA,NA,NA
"ngwaketsesouth1","29","126","BWA",NA,NA,NA,NA
"francistownregion","2","0","BWA",NA,NA,NA,NA
"gaboroneregion","4","0","BWA",NA,NA,NA,NA
"maunregion","7","0","BWA",NA,NA,NA,NA
"southernregion","9","0","BWA",NA,NA,NA,NA
"westernregion","3","0","BWA",NA,NA,NA,NA
"centralregion","1","0","BWA",NA,NA,NA,NA
"aldaleh","4","0","YEM",NA,NA,NA,NA
"hadramout","12","0","YEM",NA,NA,NA,NA
"raimeh","17","0","YEM",NA,NA,NA,NA
"hodeidah","5","0","YEM",NA,NA,NA,NA
"sanaacity","19","1","YEM",NA,NA,NA,NA
"haja","13","0","YEM",NA,NA,NA,NA
"rayma","17","0","YEM",NA,NA,NA,NA
"alhodaida","5","0","YEM",NA,NA,NA,NA
"hadramot","12","0","YEM",NA,NA,NA,NA
"aljof","6","0","YEM",NA,NA,NA,NA
"aldale","4","0","YEM",NA,NA,NA,NA
"almana","9","0","YEM",NA,NA,NA,NA
"addali","4","0","YEM",NA,NA,NA,NA
"hadramaut","12","0","YEM",NA,NA,NA,NA
"sadah","18","0","YEM",NA,NA,NA,NA
"mekongdelta","1","0","VNM",NA,NA,NA,NA
"highlands","8","0","VNM",NA,NA,NA,NA
"northcentralandcentralcoastal","5","0","VNM",NA,NA,NA,NA
"northcentralandcentralcoastal","6","0","VNM",NA,NA,NA,NA
"northcentralandcentralcoastal","7","0","VNM",NA,NA,NA,NA
"midlandandnorthernmountainous","7","0","VNM",NA,NA,NA,NA
"midlandandnorthernmountainous","3","0","VNM",NA,NA,NA,NA
"midlandandnorthernmountainous","4","0","VNM",NA,NA,NA,NA
"redriverdelta1","3","0","VNM",NA,NA,NA,NA
"northcentralandcentralcoastal","4","0","VNM",NA,NA,NA,NA
"northcentralandcentralcoastal","2","0","VNM",NA,NA,NA,NA
"redriverdelta1","2","0","VNM",NA,NA,NA,NA
"northeastuk","1","0","GBR",NA,NA,NA,NA
"northwestuk","2","0","GBR",NA,NA,NA,NA
"eastmidlandsuk","4","0","GBR",NA,NA,NA,NA
"westmidlandsuk","5","0","GBR",NA,NA,NA,NA
"southeastuk","8","113","GBR",NA,NA,NA,NA
"southwestuk","9","0","GBR",NA,NA,NA,NA
"northernirelanduk","12","0","GBR",NA,NA,NA,NA
"northnuts95","1","0","GBR",NA,NA,NA,NA
"southeastuknuts95","8","113","GBR",NA,NA,NA,NA
"northwestuknuts95","2","0","GBR",NA,NA,NA,NA
"cityofportofspain","7","0","TTO",NA,NA,NA,NA
"cityofsanfernando","9","0","TTO",NA,NA,NA,NA
"boroughofpointfortin","6","0","TTO",NA,NA,NA,NA
"boroughofchaguanas","1","0","TTO",NA,NA,NA,NA
"rioclaromayaro","4","0","TTO",NA,NA,NA,NA
"boroughofarima","14","14","TTO",NA,NA,NA,NA
"northeastern","1","4","THA",NA,NA,NA,NA
"central","2","3","THA",NA,NA,NA,NA
"central","3","3","THA",NA,NA,NA,NA
"northeastern","4","4","THA",NA,NA,NA,NA
"central","5","3","THA",NA,NA,NA,NA
"central","6","3","THA",NA,NA,NA,NA
"northeastern","7","4","THA",NA,NA,NA,NA
"central","8","3","THA",NA,NA,NA,NA
"northern","9","1","THA",NA,NA,NA,NA
"northern","10","1","THA",NA,NA,NA,NA
"central","11","3","THA",NA,NA,NA,NA
"southern","12","2","THA",NA,NA,NA,NA
"northeastern","13","4","THA",NA,NA,NA,NA
"northern","14","14","THA",NA,NA,NA,NA
"central","15","3","THA",NA,NA,NA,NA
"northeastern","16","4","THA",NA,NA,NA,NA
"southern","17","2","THA",NA,NA,NA,NA
"northern","18","1","THA",NA,NA,NA,NA
"northern","19","1","THA",NA,NA,NA,NA
"northeastern","20","4","THA",NA,NA,NA,NA
"central","21","3","THA",NA,NA,NA,NA
"northern","22","1","THA",NA,NA,NA,NA
"northeastern","23","4","THA",NA,NA,NA,NA
"northeastern","24","4","THA",NA,NA,NA,NA
"central","25","3","THA",NA,NA,NA,NA
"central","26","3","THA",NA,NA,NA,NA
"northeastern","27","4","THA",NA,NA,NA,NA
"northeastern","28","4","THA",NA,NA,NA,NA
"northern","29","1","THA",NA,NA,NA,NA
"southern","30","2","THA",NA,NA,NA,NA
"northern","31","1","THA",NA,NA,NA,NA
"southern","32","2","THA",NA,NA,NA,NA
"northeastern","33","4","THA",NA,NA,NA,NA
"northeastern","34","4","THA",NA,NA,NA,NA
"central","35","3","THA",NA,NA,NA,NA
"central","36","3","THA",NA,NA,NA,NA
"southern","37","2","THA",NA,NA,NA,NA
"southern","38","2","THA",NA,NA,NA,NA
"southern","40","2","THA",NA,NA,NA,NA
"northern","41","1","THA",NA,NA,NA,NA
"northern","42","1","THA",NA,NA,NA,NA
"central","43","3","THA",NA,NA,NA,NA
"northern","44","1","THA",NA,NA,NA,NA
"northern","45","1","THA",NA,NA,NA,NA
"central","46","3","THA",NA,NA,NA,NA
"northern","47","1","THA",NA,NA,NA,NA
"southern","48","2","THA",NA,NA,NA,NA
"central","49","3","THA",NA,NA,NA,NA
"central","50","3","THA",NA,NA,NA,NA
"southern","51","2","THA",NA,NA,NA,NA
"central","52","3","THA",NA,NA,NA,NA
"central","53","3","THA",NA,NA,NA,NA
"northeastern","54","4","THA",NA,NA,NA,NA
"central","55","3","THA",NA,NA,NA,NA
"northeastern","56","4","THA",NA,NA,NA,NA
"central","57","3","THA",NA,NA,NA,NA
"central","58","3","THA",NA,NA,NA,NA
"central","59","3","THA",NA,NA,NA,NA
"central","60","3","THA",NA,NA,NA,NA
"southern","61","2","THA",NA,NA,NA,NA
"northeastern","62","4","THA",NA,NA,NA,NA
"central","63","3","THA",NA,NA,NA,NA
"southern","65","2","THA",NA,NA,NA,NA
"northern","66","1","THA",NA,NA,NA,NA
"central","67","3","THA",NA,NA,NA,NA
"southern","68","2","THA",NA,NA,NA,NA
"northeastern","69","4","THA",NA,NA,NA,NA
"northern","70","1","THA",NA,NA,NA,NA
"southern","71","2","THA",NA,NA,NA,NA
"central","72","3","THA",NA,NA,NA,NA
"northeastern","73","4","THA",NA,NA,NA,NA
"northeastern","74","4","THA",NA,NA,NA,NA
"northern","75","1","THA",NA,NA,NA,NA
"northern","76","1","THA",NA,NA,NA,NA
"southern","77","2","THA",NA,NA,NA,NA
"northeastern","78","4","THA",NA,NA,NA,NA
"northeasternregion","1","4","THA",NA,NA,NA,NA
"centralregion","2","3","THA",NA,NA,NA,NA
"centralregion","3","3","THA",NA,NA,NA,NA
"northeasternregion","4","4","THA",NA,NA,NA,NA
"centralregion","5","3","THA",NA,NA,NA,NA
"centralregion","6","3","THA",NA,NA,NA,NA
"northeasternregion","7","4","THA",NA,NA,NA,NA
"centralregion","8","3","THA",NA,NA,NA,NA
"northernregion","9","1","THA",NA,NA,NA,NA
"northernregion","10","1","THA",NA,NA,NA,NA
"centralregion","11","3","THA",NA,NA,NA,NA
"southernregion","12","2","THA",NA,NA,NA,NA
"northeasternregion","13","4","THA",NA,NA,NA,NA
"northernregion","14","14","THA",NA,NA,NA,NA
"centralregion","15","3","THA",NA,NA,NA,NA
"northeasternregion","16","4","THA",NA,NA,NA,NA
"southernregion","17","2","THA",NA,NA,NA,NA
"northernregion","18","1","THA",NA,NA,NA,NA
"northernregion","19","1","THA",NA,NA,NA,NA
"northeasternregion","20","4","THA",NA,NA,NA,NA
"centralregion","21","3","THA",NA,NA,NA,NA
"northernregion","22","1","THA",NA,NA,NA,NA
"northeasternregion","23","4","THA",NA,NA,NA,NA
"northeasternregion","24","4","THA",NA,NA,NA,NA
"centralregion","25","3","THA",NA,NA,NA,NA
"centralregion","26","3","THA",NA,NA,NA,NA
"northeasternregion","27","4","THA",NA,NA,NA,NA
"northeasternregion","28","4","THA",NA,NA,NA,NA
"northernregion","29","1","THA",NA,NA,NA,NA
"southernregion","30","2","THA",NA,NA,NA,NA
"northernregion","31","1","THA",NA,NA,NA,NA
"southernregion","32","2","THA",NA,NA,NA,NA
"northeasternregion","33","4","THA",NA,NA,NA,NA
"northeasternregion","34","4","THA",NA,NA,NA,NA
"centralregion","35","3","THA",NA,NA,NA,NA
"centralregion","36","3","THA",NA,NA,NA,NA
"southernregion","37","2","THA",NA,NA,NA,NA
"southernregion","38","2","THA",NA,NA,NA,NA
"southernregion","40","2","THA",NA,NA,NA,NA
"northernregion","41","1","THA",NA,NA,NA,NA
"northernregion","42","1","THA",NA,NA,NA,NA
"centralregion","43","3","THA",NA,NA,NA,NA
"northernregion","44","1","THA",NA,NA,NA,NA
"northernregion","45","1","THA",NA,NA,NA,NA
"centralregion","46","3","THA",NA,NA,NA,NA
"northernregion","47","1","THA",NA,NA,NA,NA
"southernregion","48","2","THA",NA,NA,NA,NA
"centralregion","49","3","THA",NA,NA,NA,NA
"centralregion","50","3","THA",NA,NA,NA,NA
"southernregion","51","2","THA",NA,NA,NA,NA
"centralregion","52","3","THA",NA,NA,NA,NA
"centralregion","53","3","THA",NA,NA,NA,NA
"northeasternregion","54","4","THA",NA,NA,NA,NA
"centralregion","55","3","THA",NA,NA,NA,NA
"northeasternregion","56","4","THA",NA,NA,NA,NA
"centralregion","57","3","THA",NA,NA,NA,NA
"centralregion","58","3","THA",NA,NA,NA,NA
"centralregion","59","3","THA",NA,NA,NA,NA
"centralregion","60","3","THA",NA,NA,NA,NA
"southernregion","61","2","THA",NA,NA,NA,NA
"northeasternregion","62","4","THA",NA,NA,NA,NA
"centralregion","63","3","THA",NA,NA,NA,NA
"southernregion","65","2","THA",NA,NA,NA,NA
"northernregion","66","1","THA",NA,NA,NA,NA
"centralregion","67","3","THA",NA,NA,NA,NA
"southernregion","68","2","THA",NA,NA,NA,NA
"northeasternregion","69","4","THA",NA,NA,NA,NA
"northernregion","70","1","THA",NA,NA,NA,NA
"southernregion","71","2","THA",NA,NA,NA,NA
"centralregion","72","3","THA",NA,NA,NA,NA
"northeasternregion","73","4","THA",NA,NA,NA,NA
"northeasternregion","74","4","THA",NA,NA,NA,NA
"northernregion","75","1","THA",NA,NA,NA,NA
"northernregion","76","1","THA",NA,NA,NA,NA
"southernregion","77","2","THA",NA,NA,NA,NA
"northeasternregion","78","4","THA",NA,NA,NA,NA
"mayagoez","51","0","PRI",NA,NA,NA,NA
"cidadedemaputo","5","5","MOZ",NA,NA,NA,NA
"maputocidade","5","5","MOZ",NA,NA,NA,NA
"provinciademaputo","5","5","MOZ",NA,NA,NA,NA
"maputoprovincia","5","5","MOZ",NA,NA,NA,NA
"luminosity","8","0","JOR",NA,NA,NA,NA
"blue","12","0","JOR",NA,NA,NA,NA
"ajloun","1","0","JOR",NA,NA,NA,NA
"capital","2","0","JOR",NA,NA,NA,NA
"retail","10","0","JOR",NA,NA,NA,NA
"oman","2","0","JOR",NA,NA,NA,NA
"tefilah","11","0","JOR",NA,NA,NA,NA
"kefila","11","0","JOR",NA,NA,NA,NA
"tafiela","11","0","JOR",NA,NA,NA,NA
"mayokebbi","11","1","TCD",NA,NA,NA,NA
"mayokebbi","12","1","TCD",NA,NA,NA,NA
"sharibaguirmi","3","3","TCD",NA,NA,NA,NA
"sharibaguirmi","17","3","TCD",NA,NA,NA,NA
"sharibaguirmi","5","3","TCD",NA,NA,NA,NA
"mattogroso","5","0","BRA",NA,NA,NA,NA
"mattogrosso","5","0","BRA",NA,NA,NA,NA
"mattogrosodosul","7","0","BRA",NA,NA,NA,NA
"mattogrossodosul","7","0","BRA",NA,NA,NA,NA
"paraibo","25","0","BRA",NA,NA,NA,NA
"acre","1","0","BRA",NA,NA,NA,NA
"amazonas","2","0","BRA",NA,NA,NA,NA
"rondonia","3","0","BRA",NA,NA,NA,NA
"roraima","4","0","BRA",NA,NA,NA,NA
"matogrosso","5","0","BRA",NA,NA,NA,NA
"para","6","0","BRA",NA,NA,NA,NA
"matogrossodosul","7","0","BRA",NA,NA,NA,NA
"riograndedosul","8","0","BRA",NA,NA,NA,NA
"amapa","9","0","BRA",NA,NA,NA,NA
"parana","10","0","BRA",NA,NA,NA,NA
"santacatarina","11","0","BRA",NA,NA,NA,NA
"goias","13","0","BRA",NA,NA,NA,NA
"saopaulo","14","14","BRA",NA,NA,NA,NA
"minasgerais","15","0","BRA",NA,NA,NA,NA
"tocantins","16","0","BRA",NA,NA,NA,NA
"maranhao","17","0","BRA",NA,NA,NA,NA
"distritofederal","18","0","BRA",NA,NA,NA,NA
"bahia","19","0","BRA",NA,NA,NA,NA
"piaui","20","0","BRA",NA,NA,NA,NA
"riodejaneiro","21","0","BRA",NA,NA,NA,NA
"espiritosanto","22","0","BRA",NA,NA,NA,NA
"pernambuco","23","0","BRA",NA,NA,NA,NA
"ceara","24","0","BRA",NA,NA,NA,NA
"paraiba","25","0","BRA",NA,NA,NA,NA
"riograndedonorte","26","0","BRA",NA,NA,NA,NA
"sergipe","27","0","BRA",NA,NA,NA,NA
"alagoas","28","0","BRA",NA,NA,NA,NA
"badakhshan","1","0","AFG",NA,NA,NA,NA
"badghis","2","0","AFG",NA,NA,NA,NA
"baghlan","3","0","AFG",NA,NA,NA,NA
"balkh","4","0","AFG",NA,NA,NA,NA
"bamyan","5","0","AFG",NA,NA,NA,NA
"farah","6","0","AFG",NA,NA,NA,NA
"faryab","7","0","AFG",NA,NA,NA,NA
"ghazni","8","0","AFG",NA,NA,NA,NA
"ghor","9","0","AFG",NA,NA,NA,NA
"hilmand","10","0","AFG",NA,NA,NA,NA
"hirat","11","0","AFG",NA,NA,NA,NA
"jawzjan","12","0","AFG",NA,NA,NA,NA
"kabul","13","0","AFG",NA,NA,NA,NA
"kandahar","14","14","AFG",NA,NA,NA,NA
"kapisa","15","0","AFG",NA,NA,NA,NA
"khost","16","0","AFG",NA,NA,NA,NA
"kunar","17","0","AFG",NA,NA,NA,NA
"kunduz","18","0","AFG",NA,NA,NA,NA
"laghman","19","0","AFG",NA,NA,NA,NA
"logar","20","0","AFG",NA,NA,NA,NA
"nangarhar","21","0","AFG",NA,NA,NA,NA
"nimroz","22","0","AFG",NA,NA,NA,NA
"nuristan","23","0","AFG",NA,NA,NA,NA
"paktika","24","0","AFG",NA,NA,NA,NA
"paktya","25","0","AFG",NA,NA,NA,NA
"parwan","26","0","AFG",NA,NA,NA,NA
"samangan","27","0","AFG",NA,NA,NA,NA
"saripul","28","0","AFG",NA,NA,NA,NA
"takhar","29","0","AFG",NA,NA,NA,NA
"uruzgan","30","0","AFG",NA,NA,NA,NA
"wardak","31","0","AFG",NA,NA,NA,NA
"zabul","32","0","AFG",NA,NA,NA,NA
"bengo","1","0","AGO",NA,NA,NA,NA
"benguela","2","0","AGO",NA,NA,NA,NA
"bie","3","0","AGO",NA,NA,NA,NA
"cabinda","4","0","AGO",NA,NA,NA,NA
"cuandocubango","5","0","AGO",NA,NA,NA,NA
"cuanzanorte","6","0","AGO",NA,NA,NA,NA
"cuanzasul","7","0","AGO",NA,NA,NA,NA
"cunene","8","0","AGO",NA,NA,NA,NA
"huambo","9","0","AGO",NA,NA,NA,NA
"huila","10","0","AGO",NA,NA,NA,NA
"luanda","11","0","AGO",NA,NA,NA,NA
"lundanorte","12","0","AGO",NA,NA,NA,NA
"lundasul","13","0","AGO",NA,NA,NA,NA
"malanje","14","14","AGO",NA,NA,NA,NA
"moxico","15","0","AGO",NA,NA,NA,NA
"namibe","16","0","AGO",NA,NA,NA,NA
"uige","17","0","AGO",NA,NA,NA,NA
"zaire","18","0","AGO",NA,NA,NA,NA
"brando","1","0","ALA",NA,NA,NA,NA
"eckero","2","0","ALA",NA,NA,NA,NA
"finstrom","3","0","ALA",NA,NA,NA,NA
"foglo","4","0","ALA",NA,NA,NA,NA
"geta","5","0","ALA",NA,NA,NA,NA
"hammarland","6","0","ALA",NA,NA,NA,NA
"jomala","7","0","ALA",NA,NA,NA,NA
"kokar","8","0","ALA",NA,NA,NA,NA
"kumlinge","9","0","ALA",NA,NA,NA,NA
"lemland","10","0","ALA",NA,NA,NA,NA
"lumparland","11","0","ALA",NA,NA,NA,NA
"mariehamn","12","0","ALA",NA,NA,NA,NA
"saltvik","13","0","ALA",NA,NA,NA,NA
"sottunga","14","14","ALA",NA,NA,NA,NA
"sund","15","0","ALA",NA,NA,NA,NA
"vardo","16","0","ALA",NA,NA,NA,NA
"berat","1","114","ALB",NA,NA,NA,NA
"diber","2","115","ALB",NA,NA,NA,NA
"durres","3","116","ALB",NA,NA,NA,NA
"elbasan","4","115","ALB",NA,NA,NA,NA
"fier","5","116","ALB",NA,NA,NA,NA
"gjirokaster","6","114","ALB",NA,NA,NA,NA
"korce","7","114","ALB",NA,NA,NA,NA
"kukes","8","115","ALB",NA,NA,NA,NA
"lezhe","9","116","ALB",NA,NA,NA,NA
"shkoder","10","114","ALB",NA,NA,NA,NA
"tirane","11","116","ALB",NA,NA,NA,NA
"vlore","12","116","ALB",NA,NA,NA,NA
"andorralavella","1","0","AND",NA,NA,NA,NA
"canillo","2","0","AND",NA,NA,NA,NA
"encamp","3","0","AND",NA,NA,NA,NA
"escaldesengordany","4","0","AND",NA,NA,NA,NA
"lamassana","5","0","AND",NA,NA,NA,NA
"ordino","6","0","AND",NA,NA,NA,NA
"santjuliadeloria","7","0","AND",NA,NA,NA,NA
"abudhabi","1","0","ARE",NA,NA,NA,NA
"ajman","2","0","ARE",NA,NA,NA,NA
"dubay","3","0","ARE",NA,NA,NA,NA
"fujayrah","4","0","ARE",NA,NA,NA,NA
"neutralzone","5","0","ARE",NA,NA,NA,NA
"rasalkhaymah","6","0","ARE",NA,NA,NA,NA
"sharjah","7","0","ARE",NA,NA,NA,NA
"ummalqaywayn","8","0","ARE",NA,NA,NA,NA
"buenosaires","1","0","ARG",NA,NA,NA,NA
"catamarca","2","0","ARG",NA,NA,NA,NA
"chaco","3","0","ARG",NA,NA,NA,NA
"chubut","4","0","ARG",NA,NA,NA,NA
"ciudaddebuenosaires","5","0","ARG",NA,NA,NA,NA
"cordoba","6","0","ARG",NA,NA,NA,NA
"corrientes","7","0","ARG",NA,NA,NA,NA
"entrerios","8","0","ARG",NA,NA,NA,NA
"formosa","9","0","ARG",NA,NA,NA,NA
"jujuy","10","0","ARG",NA,NA,NA,NA
"lapampa","11","0","ARG",NA,NA,NA,NA
"larioja","12","0","ARG",NA,NA,NA,NA
"mendoza","13","0","ARG",NA,NA,NA,NA
"misiones","14","14","ARG",NA,NA,NA,NA
"neuquen","15","0","ARG",NA,NA,NA,NA
"rionegro","16","0","ARG",NA,NA,NA,NA
"salta","17","0","ARG",NA,NA,NA,NA
"sanjuan","18","0","ARG",NA,NA,NA,NA
"sanluis","19","0","ARG",NA,NA,NA,NA
"santacruz","20","0","ARG",NA,NA,NA,NA
"santafe","21","0","ARG",NA,NA,NA,NA
"santiagodelestero","22","0","ARG",NA,NA,NA,NA
"tierradelfuego","23","0","ARG",NA,NA,NA,NA
"tucuman","24","0","ARG",NA,NA,NA,NA
"aragatsotn","1","0","ARM",NA,NA,NA,NA
"ararat","2","0","ARM",NA,NA,NA,NA
"armavir","3","0","ARM",NA,NA,NA,NA
"erevan","4","0","ARM",NA,NA,NA,NA
"gegharkunik","5","0","ARM",NA,NA,NA,NA
"kotayk","6","0","ARM",NA,NA,NA,NA
"lakesevan","7","0","ARM",NA,NA,NA,NA
"lori","8","0","ARM",NA,NA,NA,NA
"shirak","9","0","ARM",NA,NA,NA,NA
"syunik","10","0","ARM",NA,NA,NA,NA
"tavush","11","0","ARM",NA,NA,NA,NA
"vayotsdzor","12","0","ARM",NA,NA,NA,NA
"eastern","1","0","ASM",NA,NA,NA,NA
"manua","2","0","ASM",NA,NA,NA,NA
"unorganized","3","0","ASM",NA,NA,NA,NA
"western","4","0","ASM",NA,NA,NA,NA
"amsterdamandsaintpaul","1","0","ATF",NA,NA,NA,NA
"crozetarchipelago","2","0","ATF",NA,NA,NA,NA
"ileseparses","3","0","ATF",NA,NA,NA,NA
"kerguelen","4","0","ATF",NA,NA,NA,NA
"barbuda","1","0","ATG",NA,NA,NA,NA
"redonda","2","0","ATG",NA,NA,NA,NA
"saintgeorge","3","0","ATG",NA,NA,NA,NA
"saintjohn","4","0","ATG",NA,NA,NA,NA
"saintmary","5","0","ATG",NA,NA,NA,NA
"saintpaul","6","0","ATG",NA,NA,NA,NA
"saintpeter","7","0","ATG",NA,NA,NA,NA
"saintphilip","8","0","ATG",NA,NA,NA,NA
"ashmoreandcartierislands","1","0","AUS",NA,NA,NA,NA
"australiancapitalterritory","2","0","AUS",NA,NA,NA,NA
"coralseaislands","3","0","AUS",NA,NA,NA,NA
"newsouthwales","4","0","AUS",NA,NA,NA,NA
"northernterritory","5","0","AUS",NA,NA,NA,NA
"queensland","6","0","AUS",NA,NA,NA,NA
"southaustralia","7","0","AUS",NA,NA,NA,NA
"tasmania","8","0","AUS",NA,NA,NA,NA
"unknown1","9","0","AUS",NA,NA,NA,NA
"victoria","10","0","AUS",NA,NA,NA,NA
"westernaustralia","11","0","AUS",NA,NA,NA,NA
"s?ki","1","178","AZE",NA,NA,NA,NA
"s?mkir","2","173","AZE",NA,NA,NA,NA
"s?rur","3","177","AZE",NA,NA,NA,NA
"sahbuz","4","177","AZE",NA,NA,NA,NA
"samaxi","5","172","AZE",NA,NA,NA,NA
"?libayramli","6","170","AZE",NA,NA,NA,NA
"imisli","7","171","AZE",NA,NA,NA,NA
"ismayilli","8","172","AZE",NA,NA,NA,NA
"susa","9","179","AZE",NA,NA,NA,NA
"agcab?di","10","171","AZE",NA,NA,NA,NA
"agdas","11","171","AZE",NA,NA,NA,NA
"agdam","12","179","AZE",NA,NA,NA,NA
"agstafa","13","173","AZE",NA,NA,NA,NA
"agsu","14","14","AZE",NA,NA,NA,NA
"abseron","15","170","AZE",NA,NA,NA,NA
"astara","16","176","AZE",NA,NA,NA,NA
"b?rd?","17","171","AZE",NA,NA,NA,NA
"bab?k","18","177","AZE",NA,NA,NA,NA
"baki","19","170","AZE",NA,NA,NA,NA
"balak?n","20","178","AZE",NA,NA,NA,NA
"beyl?qan","21","171","AZE",NA,NA,NA,NA
"bil?suvar","22","171","AZE",NA,NA,NA,NA
"c?brayil","23","179","AZE",NA,NA,NA,NA
"c?lilabad","24","176","AZE",NA,NA,NA,NA
"culfa","25","177","AZE",NA,NA,NA,NA
"d?v?ci","26","174","AZE",NA,NA,NA,NA
"dask?s?n","27","173","AZE",NA,NA,NA,NA
"fuzuli","28","179","AZE",NA,NA,NA,NA
"g?d?b?y","29","173","AZE",NA,NA,NA,NA
"g?nc?","30","173","AZE",NA,NA,NA,NA
"goranboy","31","173","AZE",NA,NA,NA,NA
"goycay","32","171","AZE",NA,NA,NA,NA
"haciqabul","33","171","AZE",NA,NA,NA,NA
"k?lb?c?r","34","175","AZE",NA,NA,NA,NA
"kurd?mir","35","171","AZE",NA,NA,NA,NA
"l?nk?ran","36","176","AZE",NA,NA,NA,NA
"lerik","37","176","AZE",NA,NA,NA,NA
"masalli","38","176","AZE",NA,NA,NA,NA
"ming?cevir","39","171","AZE",NA,NA,NA,NA
"naxcivan","40","177","AZE",NA,NA,NA,NA
"neftcala","41","171","AZE",NA,NA,NA,NA
"oguz","42","178","AZE",NA,NA,NA,NA
"ordubad","43","177","AZE",NA,NA,NA,NA
"q?b?l?","44","178","AZE",NA,NA,NA,NA
"qax","45","178","AZE",NA,NA,NA,NA
"qazax","46","173","AZE",NA,NA,NA,NA
"qobustan","47","172","AZE",NA,NA,NA,NA
"quba","48","174","AZE",NA,NA,NA,NA
"qubadli","49","175","AZE",NA,NA,NA,NA
"qusar","50","174","AZE",NA,NA,NA,NA
"s?d?r?k","51","177","AZE",NA,NA,NA,NA
"saatli","52","171","AZE",NA,NA,NA,NA
"sabirabad","53","171","AZE",NA,NA,NA,NA
"salyan","54","171","AZE",NA,NA,NA,NA
"samux","55","173","AZE",NA,NA,NA,NA
"siy?z?n","56","174","AZE",NA,NA,NA,NA
"sumqayit","57","170","AZE",NA,NA,NA,NA
"t?rt?r","58","179","AZE",NA,NA,NA,NA
"tovuz","59","173","AZE",NA,NA,NA,NA
"ucar","60","171","AZE",NA,NA,NA,NA
"xacmaz","61","174","AZE",NA,NA,NA,NA
"xanlar","62","173","AZE",NA,NA,NA,NA
"xizi","63","170","AZE",NA,NA,NA,NA
"xocali","64","179","AZE",NA,NA,NA,NA
"xocav?nd","65","179","AZE",NA,NA,NA,NA
"yardimli","66","176","AZE",NA,NA,NA,NA
"yevlax","67","171","AZE",NA,NA,NA,NA
"z?ngilan","68","175","AZE",NA,NA,NA,NA
"z?rdab","69","171","AZE",NA,NA,NA,NA
"zaqatala","70","178","AZE",NA,NA,NA,NA
"christchurch","1","0","BAR",NA,NA,NA,NA
"saintandrew","2","0","BAR",NA,NA,NA,NA
"saintgeorge","3","0","BAR",NA,NA,NA,NA
"saintjames","4","0","BAR",NA,NA,NA,NA
"saintjohn","5","0","BAR",NA,NA,NA,NA
"saintjoseph","6","0","BAR",NA,NA,NA,NA
"saintlucy","7","0","BAR",NA,NA,NA,NA
"saintmichael","8","0","BAR",NA,NA,NA,NA
"saintpeter","9","0","BAR",NA,NA,NA,NA
"saintphilip","10","0","BAR",NA,NA,NA,NA
"saintthomas","11","0","BAR",NA,NA,NA,NA
"bubanza","1","0","BDI",NA,NA,NA,NA
"bujumburamairie","2","0","BDI",NA,NA,NA,NA
"bujumburarural","3","0","BDI",NA,NA,NA,NA
"bururi","4","0","BDI",NA,NA,NA,NA
"cankuzo","5","0","BDI",NA,NA,NA,NA
"cibitoke","6","0","BDI",NA,NA,NA,NA
"gitega","7","0","BDI",NA,NA,NA,NA
"karuzi","8","0","BDI",NA,NA,NA,NA
"kayanza","9","0","BDI",NA,NA,NA,NA
"kirundo","10","0","BDI",NA,NA,NA,NA
"makamba","11","0","BDI",NA,NA,NA,NA
"muramvya","12","0","BDI",NA,NA,NA,NA
"muyinga","13","0","BDI",NA,NA,NA,NA
"mwaro","14","14","BDI",NA,NA,NA,NA
"ngozi","15","0","BDI",NA,NA,NA,NA
"rutana","16","0","BDI",NA,NA,NA,NA
"ruyigi","17","0","BDI",NA,NA,NA,NA
"alibori","1","0","BEN",NA,NA,NA,NA
"atakora","2","0","BEN",NA,NA,NA,NA
"atlantique","3","0","BEN",NA,NA,NA,NA
"borgou","4","0","BEN",NA,NA,NA,NA
